ESNTL_ID,FCLTY_NM,LCLAS_NM,MLSFC_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,FCLTY_LA,FCLTY_LO,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,RSTDE_OPN_BSNS_TIME,RSTDE_CLOS_TIME,RSTDE_GUID_CN,TEL_NO,OPTN_DC,ADIT_DC
KCIBSPO22N000000263,오래서점,독립서점,일반,46726,부산 강서구 명지국제3로 97 삼정그린코아더베스트 상가 1층 D111호,35.0976053,128.9110169,11:00,19:00,10:00,14:00,,,,,일요일 휴무,050713499138,서점 영업시간 외 시간은 독서모임 및 문화행사를 위한 단독 대관,"주차 가능, 화장실 남녀 구분, 리뷰 있음"
KCIBSPO22N000000264,당신의 책갈피,독립서점,일반,48512,부산 남구 수영로334번길 32-1 1층 안쪽,35.1369531,129.1028575,11:00,20:00,11:00,20:00,11:00,20:00,,,,01084653450,"문화골목 안의 작은 서점 '당신의 책갈피'입니다. 심야책방, 북토크, 독서모임 등 다양한 행사가 진행됩니다.","독립출판물 있음, 독서모임 가능, 리뷰 있음"
KCIBSPO22N000000265,이루카팩방,독립서점,일반,48730,부산 동구 중앙대로296번길 3-3,35.1231104,129.044568,9:00,18:00,,,,,,,"토, 일 휴무:",050713544654,소설을 좋아하시는분 책을 읽고 싶어하시는 누구에게나 열려 있는 공간,"주차 가능, 카페 있음, 독립출판물 있음, 리뷰 있음"
KCIBSPO22N000000266,스테레오북스,독립서점,북카페,47900,부산 동래구 온천천로453번길 14 2층,35.1918998,129.1030286,11:00,22:00,11:00,22:00,11:00,18:00,,,,050714941020,부산 동래구 안락동의 음악이 있는 책,"주차 가능, 리뷰 있음"
KCIBSPO22N000000267,이책저책,독립서점,일반,47242,부산 부산진구 서전로47번길 40 이책저책,35.1595932,129.0648788,14:00,20:00,14:00,20:00,14:00,20:00,,,,01041596884,두권의 책을 팔아요,
KCIBSPO22N000000268,다대포예술기지,독립서점,북카페,49494,부산 사하구 윤공단로 12 2층. 다대포예술기지,35.0548052,128.9693091,13:00,19:00,13:00,21:00,13:00,21:00,,,"화요일, 수요일 휴무. 월요일 10시 오픈",01032113946,북카페겸 독서모임을 할 수 있는 공간,"공간대여 가능, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000269,다가치사랑방 비콘점,독립서점,일반,48231,부산 수영구 망미번영로 69-1 쇼핑그라운드2 101호,35.1738567,129.110645,12:00,18:00,12:00,18:00,12:00,18:00,,,4째주 월요일 휴무,050714870411,,"주차 가능, 화장실 남녀 구분"
KCIBSPO22N000000270,오늘의 서재,독립서점,일반,47534,부산 연제구 해맞이로 63 2층,35.1800166,129.0681753,12:00,20:00,12:00,18:00,12:00,18:00,,,화요일 휴무,,"한국 에세이, 소설 중심 문학서점/ 책방주인이 읽고 소개하고 싶은 책을 주로 판매합니다.","화장실 남녀 구분, 카페 있음"
KCIBSPO22N000000271,나요기,독립서점,일반,49035,부산 영도구 태종로95번길 40 1층,35.0932758,129.0422901,11:00,19:00,11:00,17:00,,,,,"일요일, 월요일 휴무",050713140451,조용히 책 읽고 갈 수 있는 작은 무인 서점,"카페 있음, 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능"
KCIBSPO22N000000272,산아래책방,독립서점,일반,58726,전남 목포시 차범석길23번길 15 1층,34.79354,126.37862,13:00,20:00,13:00,,,,,,"월요일, 일요일 휴무",01041163915,여행다니며 들고 다니기 좋은 책들을 파는 서점,독립출판물 있음
KCIBSPO22N000000273,퐁당퐁당,독립서점,일반,58650,전남 목포시 동부로 4 2층,34.80444,126.39533,13:00,17:00,,,,,,,"월요일, 목요일, 주말 휴무",050713358060,,"카페 있음, 독서모임 가능"
KCIBSPO22N000000274,고호의책방,독립서점,일반,58728,전남 목포시 영산로75번길 12,34.79016,126.38456,10:00,19:30,10:00,19:30,10:00,19:30,,,월요일 휴무,01077432046,독특한 책이 많은 책방,주차 가능
KCIBSPO22N000000275,책마당,독립서점,북카페,58557,전남 무안군 청계면 복길로 131,34.90186,126.40629,9:00,21:00,9:00,21:00,9:00,21:00,,,,050713459141,자연과 풍경을 공유하고 책과 감성으로 인생을 소통합니다.,"주차 가능, 카페 있음, 리뷰 있음"
KCIBSPO22N000000276,책속의 길 책방,독립서점,일반,58568,전남 무안군 삼향읍 남악5로60번길 31-8,34.8105,126.4748,10:00,19:00,10:00,19:00,,,,,,050714034535,,"화장실 남녀구분, 카페 있음"
KCIBSPO22N000000277,낯가리는 책방,독립서점,북카페,59743,전남 여수시 공화남1길 11 1층 왼쪽,34.7452,127.7439,12:00,18:00,12:00,18:00,12:00,18:00,,,수요일 휴무,050713756548,"시,소설,에세이를 취급하고 있는 마을책방입니다. 커피와 음료도 드실 수 있습니다.","주차 가능, 화장실 남녀 구분, 카페 있음, 리뷰 있음"
KCIBSPO22N000000278,완도살롱,독립서점,칵테일바,59120,전남 완도군 완도읍 장보고대로248번길 48 1층 완도살롱,34.31467,126.75487,20:00,1:00,20:00,1:00,,,,,"일요일, 월요일 휴무",050713053218,"주류와 비주류가 공존하는 곳.완도살롱은 서점과 문구점이 거쳐 간 공간에 자리 잡고 지역민과 여행자, 이방인 그리고 여러분을 기다리고 있습니다.","카페 있음, 리뷰 있음"
KCIBSPO22N000000279,세모책방,독립서점,일반,57245,전남 장성군 진원면 상림길 26,35.27311,126.86006,10:00,17:00,10:00,14:00,,,,,"일요일, 월요일 휴무",0613945459,"작가가 운영하는 세모책방은 독립작가들의 창의적인 작품, 마음의 치유와 회복에 도움을 주는 책들, 그리고 청소년들을 위한 고전류를 보급하는 독립서점","주차 가능, 화장실 남녀 구분, 리뷰 있음"
KCIBSPO22N000000280,플리커책방,독립서점,일반,55348,전북 완주군 소양면 송광수만로 500,35.9040036,127.2428363,12:00,18:30,12:00,18:30,12:00,18:30,,,"월, 화 휴무",050713496223,북토크가 가능한 독립서점,"주차 가능, 북토크 가능, 리뷰 있음"
KCIBSPO22N000000281,버틀러북스토어,독립서점,일반,54023,전북 군산시 동국사길 4,35.9839174,126.7082668,,,,,,,,,,01042055399,"책과 커피, 고양이가 있는 독립서점","북토크 가능, 독서모임 가능, 리뷰 있음"
KCIBSPO22N000000282,하늘책방,독립서점,일반,54021,전북 군산시 구영5길 100,35.9883917,126.710323,,,,,,,,,,01046584678,"1층은 서점, 2,3층은 게스트하우스","주차 가능, 리뷰 있음"
KCIBSPO22N000000283,리루서점,독립서점,일반,54034,전북 군산시 구암3.1로 116 (경암동),35.9813487,126.7319049,11:00,18:00,11:00,18:00,11:00,18:00,,,월요일 휴무,050713107091,군산 경암동 철길마을에 있는 작은 독립서점,리뷰 있음
KCIBSPO22N000000284,도보책방,독립서점,일반,55715,"전북 남원시 인월면 인월장터로 6 1층, 도보책방",35.4603181,127.6019891,11:00,18:00,11:00,18:00,11:00,18:00,,,화요일 휴무,050713521426,지리산을 가까이 둔 동네책방으로 지리산둘레길 3코스 시작점인 인월에 위치,리뷰 있음
KCIBSPO22N000000285,블루본즈 1호점,독립서점,북카페,54647,전북 익산시 동서로5길 116 2층 블루본즈 카페,35.9600667,126.960232,12:00,21:00,12:00,21:00,12:00,21:00,,,,01099308129,사색 할 수 있는공간,"카페 있음, 독립출판물 있음, 독서모임 가능, 리뷰 있음"
KCIBSPO22N000000286,작은새책방,독립서점,북카페,56192,전북 정읍시 학산로 51-1,35.5622527,126.8703337,10:00,18:00,10:00,18:00,,,,,"일, 월 휴무",050713992351,,"주차 가능, 화장실 남녀 구분"
KCIBSPO22N000000287,유화당,독립서점,일반,63595,제주 서귀포시 태평로 409-2,33.24551,126.56398,10:00,21:00,10:00,21:00,,,,,"월요일 12:00~21:00, 일요일 휴무",01064715880,,리뷰 있음
KCIBSPO22N000000288,푸근한곰아저씨,독립서점,일반,63617,제주 서귀포시 남원읍 태신해안로 125 2층,33.30086,126.77074,11:00,17:00,11:00,17:00,11:00,17:00,,,,050714951035,한적한 어촌 마을 느린 시간이 흐르는 책방 입니다,리뷰 있음
KCIBSPO22N000000289,북다마스,독립서점,일반,63522,제주 서귀포시 안덕면 서광동로25번길 13 버터행성706,33.28846,126.32976,10:00,22:00,10:00,22:00,10:00,22:00,,,,050713149448,다마스 차량이 아닌 버터행성706 카페 한 켠에서 운영하는 숍인숍 책방,"주차 가능, 리뷰 있음"
KCIBSPO22N000000290,캔디책방,독립서점,만화책,63634,제주 서귀포시 성산읍 일주동로 5210 캔디책방,33.37322,126.87063,10:00,18:00,10:00,18:00,,,,,일요일 휴무,0647878291,"책을 통한 마음치료인 독심술, 무비세라피, 미라클모닝 등 다양한 프로그램을 공유","주차 가능, 카페 있음, 리뷰 있음"
KCIBSPO22N000000291,시간이머무는책방,독립서점,중고서적,63634,제주 서귀포시 성산읍 환해장성로 65,33.37889,126.87968,10:00,18:00,10:00,18:00,,,,,일요일 휴무,050713393020,"바０×?위치한 소중한 책, 아름다운책, 귀한책을 품고있는 작은 책방","주차 가능, 헌책방 있음, 리뷰 있음"
KCIBSPO22N000000292,이후북스 제주점,독립서점,일반,63168,제주 제주시 관덕로4길 3,33.51274,126.52152,12:00,18:00,12:00,18:00,12:00,18:00,12:00,18:00,,01030228520,"감성 에세이, 그림엽서가 많은 책방","주차 가능, 카페 있음, 리뷰 있음"
KCIBSPO22N000000293,애월책방 이다,독립서점,일반,63046,제주 제주시 애월읍 고내북동길 15 1층,33.4666,126.34029,10:30,18:30,10:30,18:30,10:30,18:30,,,"월,화 정기휴무",050713429728,분위기 좋은 책방,리뷰 있음
KCIBSPO22N000000294,책방작은숲,독립서점,북카페,63186,제주 제주시 서사로21길 4 책방작은숲,33.49915,126.51956,12:00,18:00,12:00,18:00,12:00,21:00,,,수요일 정기휴무,050713680792,책도 읽고 와인도 마실 수 있는 따뜻한 공간,리뷰 있음
KCIBSPO22N000000295,책은선물,독립서점,일반,63002,제주 제주시 한경면 신창5길 5 돌창고(깃발 걸린 곳),33.34898,126.18119,13:00,18:00,13:00,18:00,13:00,18:00,,,"수요일, 목요일 정기휴무, 임시휴무는 플레이스 공지 참고",01048665738,작지만 매력있는 책이 많은 무명책방,리뷰 있음
KCIBSPO22N000000296,귤다방,독립서점,북카페,63343,제주 제주시 조천읍 곱은달서길 115,33.50508,126.66496,10:00,18:00,10:00,18:00,10:00,18:00,,,월요일 정기휴무,050713955425,"감귤밭 작은 책방, 어린이 감귤체험 농장","주차 가능, 화장실 남녀 구분, 리뷰 있음"
KCIBSPO22N000000297,괄호,독립서점,중고서적,63338,제주 제주시 조천읍 신촌서5길 91 초록지붕,33.53585,126.61485,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,,050714916626,무인으로 운영되는 헌 책방,"주차 가능, 북토크 가능, 리뷰 있음"
KCIBSPO22N000000298,숨쉬는오늘,독립서점,그림책,63055,제주 제주시 애월읍 장유길 44,33.44963,126.39595,10:00,20:00,10:00,20:00,10:00,20:00,,,,050713514855,"어른들을 위한 그림 책방. 요가와 명상, 마음안아주기, 그림책과 감정, 아로마 테라피가 가능한 책방","주차 가능, 리뷰 있음"
KCIBSPO22N000000299,그레이 라이브러리,독립서점,북카페,63234,제주 제주시 도남로 168-15 1층,33.48703,126.531,12:00,21:00,12:00,21:00,12:00,21:00,,,,050713470359,밤비노 하우스 안에 있는 편집서점,"주차 가능, 리뷰 있음"
KCIBSPO22N000000300,조이엔영,독립서점,독립서점,03130,서울특별시 종로구 종로 183 효성주얼리시티 지하2층 S2016,37.5714905,126.9986831,9:00,21:00,9:00,21:00,9:00,21:00,,,,050713209819,"스마트책방, 문자 예약후 QR인증후 상시 입장가능","주차 가능, 화장실 남녀 구분, 리뷰 있음"
KCIBSPO22N000000301,서향관,독립서점,일반,04549,서울특별시 중구 을지로20길 32-3 203호,37.5649824,126.9951933,12:00,23:00,12:00,23:00,12:00,23:00,,,,01023090619,"글과 향, 영화를 좋아하는 모든 분들에게 열려 있 는 곳",리뷰 있음
KCIBSPO22N000000302,소수책방,독립서점,일반,04591,서울특별시 중구 다산로20길 26 2층,37.5568115,127.0135364,14:00,22:00,14:00,22:00,14:00,22:00,,,"월요일, 화요일",050713032439,"단편소설,시집, 예술, 미학, 철학, 독립서적, 포스터, LP, 생맥주,와인,독립책방,심야서점,심야책방","주차 가능, 카페 있음, 리뷰 있음"
KCIBSPO22N000000303,픽셀 퍼 인치,독립서점,일반,04382,서울특별시 용산구 한강대로54길 7 301호,37.5328504,126.9720566,13:00,19:00,13:00,19:00,13:00,19:00,,,월요일,01085897403,"Books, goods, film and more","카페 있음, 리뷰 있음"
KCIBSPO22N000000304,트립북앤스페이스,독립서점,여행서적,04778,서울특별시 성동구 왕십리로 92 4층,37.5457259,127.0449837,13:00,18:00,13:00,18:00,13:00,18:00,,,"월, 화, 수, 목",01026547959,TLIB BOOK & SPACE는 관광학 교수와 전공자 들이 운영하는 여행전문서점입니다.,리뷰 있음
KCIBSPO22N000000305,쎄임더스트,독립서점,사진서적,04782,서울특별시 성동구 성수일로 44-1 2층,37.5442984,127.0500943,12:00,20:00,12:00,20:00,12:00,20:00,,,월요일,07079541217,쎄임더스트는 서울 성수동에 위치한 사진 전문 출판사와 서점 입니다.,리뷰 있음
KCIBSPO22N000000306,서점로티,독립서점,일반,04942,서울특별시 광진구 용마산로 88-7 1층,37.5615809,127.0878609,,,,,,,,,,050714411221,소설전문서점 로티입니다! 소설가가 운영합니다!,"주차 가능, 리뷰 있음"
KCIBSPO22N000000307,아니마 아니무스,독립서점,북카페,05028,서울특별시 광진구 아차산로39길 8 1층,37.5386479,127.0772436,10:00,20:00,10:00,20:00,,,,,일요일,01089682635,"커피와 음료, 간단한 디저트가 마련되어 있습니다.,책을 읽고 턴테이블로 흘러나오는 음악을 즐겨요.","주차 가능, 카페 있음, 리뷰 있음"
KCIBSPO22N000000308,무아레 서점,독립서점,일반,02644,서울특별시 동대문구 천호대로89길 9 2층,37.5622641,127.0680444,12:00,19:00,12:00,19:00,12:00,19:00,,,,050713077656,무아레 서점은 집/동네/도시 등 '생활 기반 공간'을 다루는 서점,"주차 가능, 헌책방 있음, 리뷰 있음"
KCIBSPO22N000000309,성북동책방,독립서점,일반,02832,서울특별시 성북구 동소문로13가길 36 성북동책방,37.591391,127.0111099,,,,,,,,,,,,리뷰 있음
KCIBSPO22N000000310,외식서당,독립서점,일반,02833,서울특별시 성북구 동소문로3길 68,37.5909079,127.0082968,13:00,18:00,,,,,,,주말,050714942333,외식서당은 외식과 고기를 좋아하는 사람들이 모 여 만든 작은 독립서점입니다,주차 가능
KCIBSPO22N000000311,노드메이트,독립서점,일반,02864,서울특별시 성북구 삼선교로16길 16-3,37.5874469,127.0103242,11:00,19:00,11:00,19:00,,,,,일요일,050714251324,모임공간/회의실/세미나실/다목적홀/공연장/촬영 스튜디오/전시공간 대관 및 시각예술품 감상과 구매,"카페 있음, 리뷰 있음"
KCIBSPO22N000000312,책방봄,독립서점,일반,01693,서울특별시 노원구 상계로3길 38-8 3층,37.6579597,127.0630528,12:00,20:00,12:00,20:00,12:00,20:00,,,월요일,029315601,문학전문서점(독립서점) 책방 봄입니다.,"주차 가능, 화장실 남녀 구분, 리뷰 있음"
KCIBSPO22N000000313,모즈나,독립서점,북카페,04106,서울특별시 마포구 고산16길 9 1층,37.55408,126.9448,13:00,20:00,14:00,20:00,14:00,20:00,,,월요일 휴무. 휴무일 인스타그램 게시글 참조,01027151468,"독립서점 겸 카페, 제로웨이스트숍",주차 가능 카페 있음 리뷰 있음
KCIBSPO22N000000314,책방 연희,독립서점,일반,04052,서울특별시 마포구 와우산로35길 3 B1F,37.55544,126.9302,12:00,18:00,12:00,18:00,12:00,18:00,,,"월,화,수 휴무",050714295502,"책방 연희는 책, 연희(演?, a play)하다의 줄임말 로 말과 글, 동작으로 책과 도시를 이야기하는 공 간입니다.",리뷰 있음
KCIBSPO22N000000315,책익다,독립서점,일반,04053,서울특별시 마포구 와우산로29마길 10-3 2층,37.55565,126.9264,19:00,23:00,15:00,23:00,15:00,23:00,,,월요일 화요일 휴무,050713910315,책을 읽고 술이 익고 사람이 있는 곳',"주차 가능, 리뷰 있음"
KCIBSPO22N000000316,조은이책,독립서점,일반,03947,서울특별시 마포구 월드컵북로27길 6,37.56725,126.9092,13:00,20:00,13:00,20:00,,,,,일요일 휴무,07076176949,마포구 성산동 동네책방.,"주차 가능, 리뷰 있음"
KCIBSPO22N000000317,책방 사춘기,독립서점,일반,03999,서울특별시 마포구 월드컵북로9길 30,37.55876,126.9157,12:00,19:00,12:00,19:00,12:00,19:00,,,"영업일, 영업시간 인스타그램 참고",050714430086,어린이청소년문학서점.,"주차 가능, 화장실 남녀 구분, 리뷰 있음"
KCIBSPO22N000000318,고양의순간,독립서점,일반,07692,서울특별시 강서구 우장산로4길 83 1층,37.5509033,126.8384934,12:00,18:00,,,,,,,주말 휴무,050713298362,,"카페 있음, 공간대여 가능, 강연 가능, 리뷰 있음"
KCIBSPO22N000000319,홈통,독립서점,일반,08613,서울특별시 금천구 시흥대로73길 11 무지개상가 309호,37.4562021,126.8984627,11:00,18:00,11:00,18:00,11:00,18:00,,,"수요일, 목요일",050713803253,만화도서관,"주차 가능, 화장실 남녀 구분, 리뷰 있음"
KCIBSPO22N000000320,새고서림,독립서점,일반,07267,서울특별시 영등포구 영신로39길 8-1 201호,37.5216984,126.9003513,13:00,20:00,13:00,20:00,13:00,20:00,,,월요일 휴무,050714412125,다양한 형태의 책과 솔직담백한 도서가 가득한 공간입니다.,리뷰 있음
KCIBSPO22N000000321,다정한 책방,독립서점,북카페,07016,서울특별시 동작구 동작대로9가길 32 1층 다정한 책방,37.4796676,126.97793,13:00,21:00,13:00,21:00,12:00,19:30,,,"월, 화 휴무",0269521025,"책과 함께하는 문화공간, 다정한 책방","공간대여 가능, 리뷰 있음"
KCIBSPO22N000000322,관객의취향,독립서점,북카페,08737,서울특별시 관악구 관악로 204 3층 301호,37.482975,126.9543101,15:00,21:00,13:00,19:00,13:00,19:00,,,명절 휴무,050714602058,"영화관련 도서와 큐레이션 된 도서를 판매하는 작은 책방이자, 케이크와 커피를 팝니다.",리뷰 있음
KCIBSPO22N000000323,내일도 책방,독립서점,일반,06764,서울특별시 서초구 태봉로2길 10 제상가동 2층 203호,37.4617505,127.0232419,,,,,,,,,,,,
KCIBSPO22N000000324,하우스북스 채널씨,독립서점,일반,05561,서울특별시 송파구 백제고분로9길 5,37.5093918,127.0796738,11:00,19:00,11:00,19:00,11:00,19:00,,,,0260006675,하우스북스는 하우스서울(HOWS)의 발견의 공간인 독립서점입니다.,"화장실 남녀 구분, 카페 있음, 리뷰 있음"
KCIBSPO22N000000325,요즘서재,독립서점,일반,05728,서울특별시 송파구 동남로23길 40-11 1층 코너,37.503156,127.1344458,7:00,0:00,7:00,0:00,7:00,0:00,,,,050713361637,도심 한 가운데서 차분한 시간을 공유할 수 있는 곳,"주차 가능, 화장실 남녀 구분, 카페 있음, 공간대여 가능, 리뷰 있음"
KCIBSPO22N000000326,북커뮤니티 비움과 채움,독립서점,일반,30130,세종특별자치시 누리로 28 B상가동 1층 한솔중학교 농구코트 부근입니다.,36.4759566,127.2535693,10:00,19:00,,,,,,,,050713196516,"책을 사고파는 서점에서 더 나아가,책에 담긴 이야기, 책과 연결된 나만의 이야기를 주고 받는 북커뮤니티입니다.","주차 가능, 카페 있음, 공간대여 가능, 독서모임 가능, 리뷰 있음"
KCIBSPO22N000000327,행복스러움 그곳,독립서점,일반,30064,세종특별자치시 달빛로 16 가재마을 8단지,36.4999994,127.2504251,11:00,19:00,11:00,19:00,,,,,일요일,050714047472,세종시 독립서점 행복스러움 그곳입니다. 많은 관심 부탁드립니다^^ 독립출간물 관련 문의 받습니다.,독립출판물 있음
