ESNTL_ID,FCLTY_NM,LCLAS_NM,MLSFC_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,FCLTY_LA,FCLTY_LO,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,RSTDE_OPN_BSNS_TIME,RSTDE_CLOS_TIME,RSTDE_GUID_CN,TEL_NO,OPTN_DC,ADIT_DC
KCCBSPO22N000000208,놀숲 하남신장점,만화방,만화책,12965,경기도 하남시 신장로 117-1 2층,37.53768743,127.2049157,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,,0316998227,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트",카페 : 있음
KCCBSPO22N000000209,영풍문고 스타필드시티위례점,일반서점,일반,13012,경기도 하남시 위례대로 200 2층 2202호,37.4801362,127.148404,10:00,22:00,10:00,22:00,10:00,22:00,,,,03180971291,다양한 국내외도서 취급,"주차 : 가능, 카페 : 있음"
KCCBSPO22N000000210,초록책방,일반서점,일반,18435,경기도 화성시 동탄공원로2길 20-42 101호,37.20544056,127.0614283,,,,,,,,,,01076748133,독서모임과 공간대여로 운영,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000211,지음,북카페,북카페,18435,경기도 화성시 동탄공원로3길 10-14,37.2067394,127.0613595,11:00,24:00:00,11:00,24:00:00,,,,,일요일 휴무,03180035210,직접 로스팅한 신선한 원두로 만든 커피,"주차 : 가능, 카페 : 있음"
KCCBSPO22N000000212,달팽이그림책카페,일반서점,그림책,18435,경기도 화성시 동탄공원로3길 10-3 102호,37.20711459,127.0610249,10:00,20:00,10:00,20:00,,,,,일요일,01035861492,아이부터 어른까지 볼 수 있는 그림책을 공유하는 공간,카페 : 있음
KCCBSPO22N000000213,아크앤북 동탄호수점,일반서점,일반,18497,경기도 화성시 동탄대로 181 레이크꼬모 B2F 아크앤북 동탄호수점,37.1714848,127.1053961,10:30,22:00,10:30,22:00,10:30,22:00,,,,07041757183,다양한 국내외도서 취급,카페 : 있음
KCCBSPO22N000000214,놀숲 동탄역점,만화방,만화책,18478,경기도 화성시 동탄대로 489 7층,37.19735939,127.0982632,10:30,22:30,10:30,22:30,10:30,21:00,,,,03180558554,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000215,아마스빈 동탄북광장점,카페,일반카페,18453,경기도 화성시 동탄반석로 196,37.20609038,127.0724509,,,,,,,,,,03180031179,독서활동장소,카페 : 있음
KCCBSPO22N000000216,못난이꽈배기 북광장점,베이커리,베이커리,18453,경기도 화성시 동탄반석로 204,37.20665628,127.0728246,,,,,,,,,,0316138589,베이커리,카페 : 있음
KCCBSPO22N000000217,메가커피 동탄북광장점,카페,일반카페,18453,경기도 화성시 동탄중심상가2길 7 시티플러스 1층,37.20589729,127.0729472,,,,,,,,,,0316133799,일반카페,카페 : 있음
KCCBSPO22N000000218,아이파크북카페,북카페,북카페,18446,경기도 화성시 동탄지성로 42,37.20654867,127.0714066,,,,,,,,,,,,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000219,놀숲 화성병점점,만화방,만화책,18404,경기도 화성시 효행로 1018 2층,37.21248125,127.0390674,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,,07051356141,"일상에 즐거운 경험을 더하는 문화공간 카툰앤북카페, 편안한 좌석에서 맛있는 음식과 함께 책도 볼 수 있는 멀티 엔터테인먼트","화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000220,달빛책방,북카페,북카페,50937,경남 김해시 식만로348번길 42 달빛책방,35.21824261,128.9214264,11:00,18:00,11:00,18:00,,,,,"일요일, 월요일 휴무",0553111584,"15클래스 독서모임을 운영하고, 책처방 상담과 퍼스널브랜딩 진행","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 북토크 : 가능"
KCCBSPO22N000000221,마중,북카페,북카페,51655,경남 창원시 진해구 충장로442번길 5,35.14918743,128.6972196,"10:00 (4월~10월), 11:00 (11월~3월)","24:00 (4월~10월), 23:00(11월~3월)","10:00 (4월~10월), 11:00 (11월~3월)","24:00 (4월~10월), 23:00(11월~3월)","10:00 (4월~10월), 11:00 (11월~3월)","24:00 (4월~10월), 23:00(11월~3월)","10:00 (4월~10월), 11:00 (11월~3월)","24:00 (4월~10월), 23:00(11월~3월)",,0555458814,"에티오피아 현장방문 및 후원활동, 전시회, 에피오피아 커피 및 그림, 소품 전시 및 판매","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000222,북카페통659,북카페,북카페,36623,경북 안동시 노하2길 19-5,36.57848535,128.6803413,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,,050714030659,"쾌적하고 넓은 공간, 게스트하우스와 함께 있는 북카페, 여행자들이 오기 좋은 카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000223,하비북카페,북카페,북카페,38301,경북 청도군 각북면 지슬길 34-17,35.71214165,128.5881786,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,,050713069522,"인공 계곡과 대형수영장, 넓은 노천카페 유럽식 조경으로 꾸며진 자연을 만끽","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000224,북카페,북카페,북카페,36368,경북 청도군 운문면 운문사길 115-6,35.67395962,128.9576198,10:00,18:00,10:00,18:00,10:00,18:00,,,도서관 내 북카페:,050714964100,독서활동 장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000225,북카페사하라,북카페,북카페,37925,경북 포항시 남구 동해면 일월로81번길 9,35.9894193,129.4420572,10:00,22:30,10:00,22:30,,,,,일요일 휴무,0542747033,"이색 감성 카페, 사막에 와있는 느낌","주차 : 가능, 카페 : 있음"
KCCBSPO22N000000226,북시티서점,일반서점,일반,53294,경상남도 거제시 거제중앙로 1649 북시티 서점 1F 2F 3F,34.86871067,128.6373547,10:00,22:00,10:00,22:00,12:00,20:00,,,,0556321305,"소설, 에세이 뿐만 아니라 아동 서적, 전공 서적 등 다양한 도서가 구비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000227,"오늘,위로",북카페,북카페,53308,경상남도 거제시 아주1로 105-16 신우빌 1층,34.8677534,128.6804382,12:00,20:00,12:00,20:00,12:00,20:00,,,월요일 휴무,01076683144,"독립출판물,중고책과 음료판매, 중고책 기부도 받음,중고책 판매금액은 유기동물을 위한 후원","카페 : 있음, 독립출판물 : 있음"
KCCBSPO22N000000228,책방익힘,일반서점,북카페,53202,경상남도 거제시 장목면 절골길 12 나동 1,34.96096277,128.7102723,11:00,21:00,11:00,21:00,11:00,21:00,,,월요일휴무,01095880316,"거제도 바다가 보이는 책방, 독서모임운영, 음료도 판매","카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000229,반디앤루니스 신세계김해점,일반서점,일반,50938,경상남도 김해시 김해대로 2232,35.22933965,128.872242,11:00,20:30,11:00,21:00,11:00,21:00,11:00,21:00,금요일 11:00~21:00,0552721465,"다양한 서적,음반,문구,북카페 등 문화생활이 이루어지는 공간","화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000230,숨북숨북,독립서점,북카페,51017,경상남도 김해시 율하3로8번길 38,35.16821319,128.8135544,,,,,,,,,,07041770118,"책,커피,음악 공간 대여","카페 : 있음, 공간대여 : 가능"
KCCBSPO22N000000231,청학서점,일반서점,일반,50426,경상남도 밀양시 약산로 44 1층 청학서점,35.49257748,128.7495659,,,,,,,,,,0553565900,,카페 : 있음
KCCBSPO22N000000232,까치밥,일반서점,북카페,52219,경상남도 산청군 산청읍 덕계로 13-14,35.41582904,127.8773875,,,,,,,,,,0559724695,"경남 산청군 산청읍에 있는 작은 책방. 책, 커피, 음료, 맥주 판매",카페 : 있음
KCCBSPO22N000000233,안녕 고래야,일반서점,그림책,50613,경상남도 양산시 물금읍 백호2길 7-7,35.31995455,128.9991969,11:00,17:00,11:00,19:00,,,,,일요일 휴무,01029688321,"시, 소설, 에세이 인문도서들을 그림책과 함께 들여다보며 커피한 잔을 나눌 수 있는 따뜻한 동네책방","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000234,인디무브,독립서점,북카페,50652,경상남도 양산시 물금읍 야리3길 49 원타운상가 402호,35.31493941,129.0113278,12:00,21:00,12:00,21:00,12:00,21:00,,,"월,화는 예약자만 이용 가능",07077931303,"북살롱, 와인, 등이 있는 동네책방",카페 : 있음
KCCBSPO22N000000235,영풍문고 진주점,일반서점,일반,52818,"경상남도 진주시 동부로169번길 12 지하 1층 102호(충무공동, 윙스타워)",35.1648826,128.1272795,10:00,22:00,10:00,22:00,10:00,22:00,,,,0557637716,국내외 다양한 도서,"주차 : 가능, 카페 : 있음"
KCCBSPO22N000000236,보틀북스,독립서점,북카페,52838,경상남도 진주시 문산읍 월아산로 1047-14 LH행복주택 주민공동시설 내 상가,35.16538523,128.1628537,0:00,23:59,0:00,23:59,0:00,23:59,,,코로나19로 인한 장기휴점,01037731926,책과 따뜻한 커피를 즐길 수 있는 문학살롱,"카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000237,낯선책방,독립서점,북카페,52662,경상남도 진주시 진주대로1164번길 15,35.19671477,128.0755466,11:00,20:00,11:00,20:00,,,,,일요일 휴무,,"독립출판물을 판매하는 동네 작은 독립출판물 서점, 카페 다정하게와 함께 운영","카페 : 있음, 독립출판물 : 있음"
KCCBSPO22N000000238,백석이 지나간 작은책방,일반서점,문학,51273,경상남도 창원시 마산합포구 천하장사로 109,35.21164757,128.574587,11:00,19:00,,,,,,,주말 휴무,0552455330,시집과 소설을 주로 판매하는 북카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000239,청보리책방,독립서점,일반,51428,경상남도 창원시 의창구 외동반림로254번길 8-1,35.23896537,128.6805698,10:30,18:30,10:30,18:30,,,,,일요일 휴무,01064347919,"책,음악,차의 어울림","카페 : 있음, 독립출판물 : 있음"
KCCBSPO22N000000240,북미,일반서점,예술서적,38140,경상북도 경주시 북성로 103-1 2층,35.8473633,129.2131661,11:00,20:00,11:00,20:00,11:00,20:00,,,"신정, 설, 추석, 크리스마스 휴무, 월요일 휴무",01036007840,"영화 관련 전문 서점, 경주 읍성 뷰를 보며 모카포트 커피 및 음료를 즐길 수 있음",카페 : 있음
KCCBSPO22N000000241,오늘은책방,일반서점,북카페,38152,경상북도 경주시 원효로163번길 41-2,35.84318873,129.2219586,13:00,18:00,13:00,18:00,13:00,18:00,,,"월요일, 화요일",01074608318,"책, 사람, 자연과 함께 하루를 풍성히 하고 싶은 공간","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000242,제일문고,일반서점,북카페,38154,경상북도 경주시 화랑로 106,35.84432483,129.2124073,9:20,21:20,9:20,21:20,9:20,21:20,,,"첫째, 셋째 주 일요일, 명절 당일 휴무",0547424885,"여러 종류의 서적과 문구,팬시류, 음료를 판매","화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000243,책봄,독립서점,일반,39302,경상북도 구미시 금오산로22길 24-1,36.12621728,128.33001,13:00,21:00,13:00,21:00,13:00,21:00,,,,01079008999,독림출판물이 있는 동네 작은책방,"카페 : 있음, 독립출판물 : 있음"
KCCBSPO22N000000244,삼일문고,일반서점,북카페,39229,경상북도 구미시 금오시장로 6,36.12543878,128.3406394,10:00,21:30,10:30,21:00,10:30,21:00,10:30,21:00,,0544530031,"다양한 종류의 서적, 서점 안, 바블리오라는 북카페 존재","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000245,모메꽃 책방,일반서점,일반,36611,경상북도 안동시 와룡면 이하오산로 332-20,36.61553475,128.7320848,,,,,,,,,,0548593799,"책과 함께 커피, 음료, 천연염색 소품을 파는 작은 책방","카페 : 있음, 헌책방 : 있음"
KCCBSPO22N000000246,오마이북,북카페,북카페,38334,경상북도 청도군 화양읍 동천3길 67,35.64676501,128.7117335,11:00,21:00,11:00,21:00,11:00,21:00,,,월요일 휴무,0543713030,"매주 다양한 신간, 도서구입시 음료 천원 할인","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 독서모임 : 가능"
KCCBSPO22N000000247,달팽이책방,독립서점,일반,37664,경상북도 포항시 남구 효자동길10번길 32,36.0090452,129.3331432,13:00,21:00,13:00,18:00,13:00,18:00,,,월요일 휴무,07075323316,"동네책방 & 홍차전문점. 엄선한 인문학 도서와 소규모 독립출판물을 판매하며, 젊은 아티스트의 작품을 소개",카페 : 있음
KCCBSPO22N000000248,디어북스,일반서점,북카페,37728,"경상북도 포항시 북구 삼호로8번길 12 1층, 디어북스",36.04155261,129.368384,11:00,18:30,,,,,,,"토요일,일요일,공휴일 휴무",01071498665,커피와 책을 함께 즐길 수 있는 조용하고 여유로운 공간,카페 : 있음
KCCBSPO22N000000249,리본책방,일반서점,중고서적,37587,경상북도 포항시 북구 장량로145번길 39-1 리본책방,36.08534671,129.3958525,10:00,22:00,10:00,22:00,,,,,일요일 휴무,01031507622,,"화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000250,마음을가다듬다,독립서점,일반,37590,경상북도 포항시 북구 천마로72번길 7 남광하우스토리 상가동 201호,36.08317617,129.3977937,10:30,15:30,,,,,,,,01076226349,"서적, 문구, 선물 판매, 상담가능, 아기자기 용품들 구매하고 기부하는곳,  따뜻한 커피, 차, 스낵","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000251,바오로딸서원,종교서적출판,종교서적,61995,광주 서구 상무대로 980 (가톨릭평생교육원내),35.15037073,126.8683417,10:00,18:30,10:00,16:00,,,,,일요일휴무,0625281004,"가톨릭 종교 서적, 용품점","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000252,동네책방숨,독립서점,북스테이,62248,광주광역시 광산구 수완로74번길 11-8,35.19209674,126.8301652,12:00,19:00,12:00,18:00,,,,,"일요일, 월요일 휴무",0629549420,1박2일간 책을 읽으며 머무를 수 있는 장소,카페 : 있음
KCCBSPO22N000000253,북카페숨,북카페,북카페,62248,광주광역시 광산구 수완로74번길 11-8,35.19209674,126.8301652,,,,,,,,,,,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000254,북카페 이숲,북카페,북카페,62380,광주광역시 광산구 신흥동안길 9,35.14146196,126.8266711,,,,,,,,,,,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000255,떼굴떼굴,만화방,만화책,62247,광주광역시 광산구 임방울대로 356,35.19166467,126.8244069,10:00,24:00:00,10:00,24:00:00,10:00,24:00:00,10:00,24:00:00,,0629610330,만화카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000256,T&T,"카페,디저트",북카페,62306,광주광역시 광산구 임방울대로332번길 9-12,35.19002456,126.8251804,9:00,22:00,9:00,22:00,11:00,21:00,11:00,21:00,,0629555448,"각종 모임, 그룹스터디, 독서토론, 회의 다양한 룸 시설 완비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000257,놀숲 광주수완점,만화방,만화책,62306,광주광역시 광산구 임방울대로332번길 9-4,35.19002268,126.8246491,12:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,,0629555160,"웹툰 등 만화책과 아이들 만화, 간단한 일반도서, 보드게임 등등 여러가지 놀이를 하며 시간을 보낼 수 있는 공간","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000258,놀숲 광주첨단점,만화방,만화책,62279,광주광역시 광산구 임방울대로826번길 47 시너지빌딩 3층,35.21530648,126.8492065,10:00,24:00:00,10:00,24:00:00,10:00,24:00:00,10:00,24:00:00,,0624471001,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000259,수완동행정복지센터북카페,북카페,북카페,62247,광주광역시 광산구 장덕로 158,35.1970732,126.8257304,,,,,,,,,,,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000260,커피랑도서관 광주첨단점,스터디카페,북카페,62276,광주광역시 광산구 첨단중앙로106번길 11 3층,35.21500267,126.8436556,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,,,050713062360,친절한 직원이 섬세하게 관리하는 도서관,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000261,커피라온,카페,북카페,62420,광주광역시 광산구 평동로 785,35.12512173,126.7603496,,,,,,,,,,,독서활동장소,카페 : 있음
KCCBSPO22N000000262,지음,카페,북카페,61694,광주광역시 남구 봉선1로37번길 1 102호,35.12812126,126.9090629,10:00,22:00,10:00,22:00,10:00,22:00,,,"둘째, 넷째 주 일요일 휴무",0624491233,아메리카노 원드로 국가대표선발전에서 1위한 roasther가 로스팅해 매달 갓 볶아온 제품을 사용,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000263,놀숲 광주점,만화방,만화책,61684,광주광역시 남구 봉선2로 36,35.12541135,126.9103755,10:00,24:00:00,10:00,24:00:00,10:00,24:00:00,10:00,24:00:00,,0626551217,"커피만 즐길 수 있던 카페와는 다른 만화책도 보고, 맛있는 간식이 있는 문화카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000264,혼BOOK,일반서점,일반,61635,광주광역시 남구 서오층석탑1길 2 구KBC방송국 현 KBC빌딩 뒤편뒤편,35.14558522,126.9072255,12:00,18:00,12:00,18:00,12:00,18:00,,,"월요일, 화요일 휴무",050713374154,"마음의 평화, 육체의 건강, 경제적 자유를 돕는 책들",카페 : 있음
KCCBSPO22N000000265,예향작은도서관,북카페,북카페,61498,광주광역시 동구 남문로 638-3,35.12799817,126.9308971,,,,,,,,,,,독서활동장소,카페 : 있음
KCCBSPO22N000000266,정글북,북카페,북카페,61487,광주광역시 동구 백서로125번길 8-1,35.14258562,126.9190331,12:00,21:30,12:00,21:30,12:00,21:30,,,월요일 휴무,0622347279,독서활동장소,"화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000267,책과생활,독립서점,북카페,61465,광주광역시 동구 제봉로 100-1 2층,35.14736016,126.922108,12:00,20:00,12:00,20:00,13:00,18:00,,,매월 마지막주 월요일 휴무,050713099231,"아트북, 인문사회서적, 문학책, 독립출판물",카페 : 있음
KCCBSPO22N000000268,북앤빅뱅충장로점,만화방,만화책,61483,광주광역시 동구 충장로 72,35.148231,126.9152047,,,,,,,,,,0622220160,"만화 4만권이상보유, 매월 신간 수백만원 구매하는 구색최고 만화카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000269,오월의숲,북카페,북카페,61440,광주광역시 동구 필문대로205번길 10-1,35.15202094,126.9321276,,,,,,,,,,,,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000270,MILLE,북카페,북카페,61104,광주광역시 북구 비엔날레로 111,35.18252689,126.8902187,,,,,,,,,,07044195206,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000271,세이지,북카페,북카페,61034,광주광역시 북구 일곡택지로99번길 33-1,35.2100097,126.89093,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,,050714173909,"맛있는 커피와 함께 천여권의 책과 보드게임, LP, CD등의 음악을 감상할 수 있는 카페","화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000272,카페노블,북카페,북카페,61216,광주광역시 북구 자미로66번길 7 2층,35.17170006,126.9052481,10:00,1:00,10:00,1:00,10:00,1:00,,,,0624128791,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000273,콩툰 광주 첨단2지구점,북카페,만화책,61087,광주광역시 북구 첨단연신로91번길 30,35.20649676,126.8612297,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,매주 화요일 휴무,0625750412,만화&플스&닌텐도&보드게임&다양한 먹거리,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000274,풀덤 전대점,북카페,만화책,61189,광주광역시 북구 호동로43번길 60,35.17611373,126.9135376,9:00,6:00,0:00,24:00:00,9:00,6:00,,,금요일 00:00-24:00,0622689911,만화카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000275,Darak,북카페,북카페,61966,광주광역시 서구 상일로24번길 15,35.15766271,126.8648184,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,,0623813993,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000276,커피랑도서관 광주금호점,스터디카페,북카페,62014,광주광역시 서구 풍금로 171 6층 (평화빌딩),35.1310568,126.8592401,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,,,0626551140,,카페 : 있음
KCCBSPO22N000000277,올리브북카페,북카페,북카페,62070,광주광역시 서구 풍서좌로 211,35.12626988,126.8461661,,,,,,,,,,0623832226,독서활동장소,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000278,풀덤 풍암점,북카페,만화책,62058,광주광역시 서구 풍암2로 16-1 3층,35.12612848,126.8799473,10:00,23:00,10:00,23:00,10:00,23:00,,,,050714811045,만화카페,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000279,삼복서점,일반서점,북카페,61987,광주광역시 서구 화운로 121,35.14999562,126.8782211,10:00,21:00,10:00,21:00,,,,,"2,4주 일요일 휴무",0623723536,"카페,디저트를 책과 함께 할 수 있는 편안한 공간","주차 : 가능, 카페 : 있음, 리뷰여부 : 있음"
KCCBSPO22N000000280,이상현실,독립서점,북카페,61980,광주광역시 서구 화운로 136 1층,35.15125435,126.8775075,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,01054027238,"신간, 독립출판물, 헌책 비치, 책 구매 혹은 읽을 수 있음","화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000281,사이시옷,독립서점,북카페,62047,광주광역시 서구 화정로260번길 9,35.14724735,126.8856687,12:00,19:00,12:00,19:00,,,,,일요일 휴무,0624005987,"1층: 서점+카페 / 2층: 소모임, 대관",카페 : 있음
KCCBSPO22N000000282,더플레이그라운드불&베이커리,"카페,디저트",북카페,41074,대구 동구 신서로 77,35.8750567,128.7237227,9:00,22:00,9:00,22:00,9:00,22:00,,,,07075804772,매일 아침 갓 구운 빵과 직접 로스팅하는 원두로 커피를 제조,"주차 : 가능, 카페 : 있음"
KCCBSPO22N000000283,사이책방,일반서점,일반,41001,대구 동구 신용동 513-1,35.98300182,128.6488337,10:00,20:00,,,,,,,,01031944708,"작은 북 아지트, 자연과 함께 힐링 가능",카페 : 있음
KCCBSPO22N000000284,마루루,북카페,북카페,41006,대구 동구 용천로49길 3,35.97336028,128.6761533,"11:00 (3~9월), 11:00(10~2월)","20:00 (3~9월), 18:00(10월~2월)","11:00 (3~9월), 11:00(10~2월)","20:00 (3~9월), 18:00(10월~2월)","11:00 (3~9월), 11:00(10~2월)","20:00 (3~9월), 18:00(10월~2월)",,,월요일 휴무,050414000393,"엄선된 재료와 청결함, 조용한 분위기","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000285,앞산밑 북카페,북카페,북카페,42488,대구광역시 남구 대명로 182,35.83882217,128.5777693,,,,,,,,,,0536221900,,카페 : 있음
KCCBSPO22N000000286,행복한북카페,북카페,북카페,42433,대구광역시 남구 명덕로68길 22-1,35.85383816,128.6059988,,,,,,,,,,,독서활동장소,카페 : 있음
KCCBSPO22N000000287,호야북카페,북카페,북카페,42430,대구광역시 남구 중앙대로 144,35.84596223,128.5907966,,,,,,,,,,,독서활동장소,카페 : 있음
KCCBSPO22N000000288,hago,북카페,북카페,42452,대구광역시 남구 큰골5길 10,35.8368777,128.5820888,11:00,17:30,11:00,20:00,,,,,일요일 휴무,01026004330,"국내, 국외의 좋은 그림책을 소개, 판매, 그림책 관련 워크샵, 핸드메이드 원데이클래스 진행",카페 : 있음
KCCBSPO22N000000289,아마존북카페,"만화,도서",북카페,42608,대구광역시 달서구 계대동문로 1 계명빌딩 5층,35.85585493,128.4924977,,,,,,,,,,0532642002,클래식 음악을 들으며 편안한 시간을 보낼 수 있는 공간,"주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000290,콩툰 두류점,북카페,만화책,42645,대구광역시 달서구 달구벌대로 1704,35.85545787,128.5521394,11:00,23:00,11:00,24:00:00,11:00,24:00:00,11:00,24:00:00,금요일 11:00-24:00,0536226607,"소방시설 관련해서 고객의 안전과 직결되는 중요한 부분에 있어 완벽하게 설계 완료, 다양한 종류의 만화책과 카페메뉴 구비","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000291,잇츠만화카페 죽전점,북카페,만화책,42633,대구광역시 달서구 달구벌대로309길 8,35.85040744,128.5352043,12:00,24:00:00,12:00,2:00,12:00,24:00:00,,,금요일 12:00-02:00,0535223090,만화카페,"화장실 남녀구분 : 구분, 카페 : 있음"
KCCBSPO22N000000292,디지털경제북,"카페,디저트",북카페,42699,대구광역시 달서구 문화회관길 165,35.8440746,128.524741,,,,,,,,,,0535893730,책많고 조용히 커피마시기 좋은 곳,카페 : 있음
KCCBSPO22N000000293,하늘북,카페,북카페,42614,대구광역시 달서구 서당로7길 28,35.85510807,128.4939585,,,,,,,,,,0535910911,,카페 : 있음
KCCBSPO22N000000294,선택의자유,일반서점,북카페,42824,대구광역시 달서구 송현로10길 6 1층,35.8227667,128.5475205,12:00,21:00,12:00,21:00,12:00,21:00,,,,01098569322,"작은책방/카페, 맞춤형 영어강의와 독서모임도 진행","카페 : 있음 : 독서모임 : 가능, 강연 : 가능"
KCCBSPO22N000000295,문작가의 카페,일반서점,북카페,42628,대구광역시 달서구 용산로 225 3층 문작가의 카페,35.85780398,128.5303195,9:00,17:00,9:00,17:00,,,,,"일요일, 공휴일 휴무",01025289914,"작가가 있는 책방,토론과 글쓰기 등 동네 북카페","주차 : 가능, 화장실 남녀구분 : 구분, 카페 : 있음"
